标题,地址,小区,户型,面积,楼层,月租,出租类型,朝向,有无电梯,地铁
颐慧佳园2室 干净清爽随时入住 家电全配 有效房源 有钥匙,海淀-四季青 彰化南路,颐慧佳园,2室1厅,120平米,中层(共9层),13500,整租,南北,有,6/10号线
新上！陶然亭地铁 清芷园小区  南北通透三居室 天花板户型,西城-陶然亭 育新街47号,清芷园(一期),3室1厅,106.5平米,高层(共18层),14000,整租,南北,有,14号线/4号线大兴线
公主坟 国悦府  电梯房 豪华装修 有钥匙随时可看,海淀-公主坟 复兴路51号,国悦府,5室3厅,399.5平米,高层(共20层),90000,整租,南北,有,1/10号线
国贸后花园！合生汇旁精美开间！随时看房 有钥匙！租客的福利！,朝阳-百子湾 广渠东路33号,沿海赛洛城(南区),1室1厅,49.5平米,高层(共14层),5800,整租,朝南,有,7号线
（精选）亚运村 精装两居室 慧忠北里 家具齐全 紧邻奥森,朝阳-亚运村 安立路,慧忠北里第二社区,2室1厅,70平米,中层(共6层),8500,整租,东西,有,5/8/15号线
西四环 昆玉河 10号线6号线 颐慧佳园精装一居室月底入住,海淀-四季青 彰化南路,颐慧佳园,1室1厅,58平米,低层(共9层),7500,整租,朝西,有,6/10号线
二环边 看房随时 西直门 金融街 精装四居 品质 天兆家园,海淀-明光桥 西直门北大街41号,天兆家园,4室2厅,168平米,中层(共20层),23000,整租,南北,有,无
新上 看房方便 人车分流 车道沟 家具家电齐全 视野采光好,海淀-四季青 彰化路,曙光花园望山园,2室1厅,104.2平米,低层(共17层),12000,整租,朝南,有,6/10号线
南苑机场蓝天怡景小区 精装三居室 家具家电全齐 ,丰台-南苑 南小街北路,蓝天怡景小区,3室1厅,108平米,高层(共16层),4900,整租,南北,有,8号线
无中介费 可月付 13号线北苑 清友园 集中供暖 干净整洁,朝阳-北苑 春华路,清友园,4室1厅,15平米,低层(共25层),2470,合租,东南,有,5/13号线
世纪城三期晨月园 精装修 中高层 邻金源 近地铁 配置齐全,海淀-世纪城 蓝靛厂西路,晨月园,1室1厅,59.7平米,中层(共18层),6850,整租,西北,有,10号线
（10月新上）人车分流！条件可议！车位充足！航天桥！琨御府,海淀-四季青 云会寺路,云会里园流清园,2室1厅,110平米,高层(共12层),14000,整租,东西,有,6/10号线
二次装修 楼旺大四居室 高楼层 保利中央公园 三卧客厅朝南,朝阳-望京 宏泰东街,保利中央公园,4室2厅,178.6平米,高层(共25层),33000,整租,南北,有,15号线
无中介费 富力中心 大一居 全套家具 随时看房,通州-新华大街 江米店街2号,富力运河十号小区,1室1厅,51.4平米,高层(共19层),4900,整租,朝北,有,6号线
国贸旁 百子湾 户型好 环境好 交通便利 适合居住 配套完善,朝阳-百子湾 广渠东路33号,沿海赛洛城(南区),1室1厅,52.5平米,低层(共24层),5000,整租,朝西,有,7号线
西直门 车公庄 展览馆路2号 低楼层 两居室 看房随时,西城-展览路 展览馆路,展览馆路小区,2室1厅,51平米,低层(共6层),7600,整租,朝东,无,2/6/13号线/4号线大兴线
闫村复式户型 价格合理 东西齐全 保养好,房山-阎村 阎安西路,绿城百合公寓(南区),3室3厅,117平米,高层(共6层),3500,整租,南北,无,燕房线
地铁4号线 恒大高层朝南二居 独立厨房 免费停车 包物业取暖,大兴-大兴周边 新源大街,恒大未来城(公寓住宅),2室1厅,70平米,中层(共14层),4000,整租,朝南,有,4号线大兴线
朝阳门 2室2厅1卫 精装修 电梯房 92平,东城-朝阳门 东水井胡同,北京INN,2室2厅,92.7平米,中层(共15层),13000,整租,朝东,有,1/2/5/6号线
北街家园(六区)便宜2室出炉，精装全配，看房随时,昌平-沙河 北沙河西三路,北街家园(六区),2室1厅,60平米,低层(共18层),3900,整租,朝南,有,无
东四环朝阳公园，地铁，瞰都，有燃气供暖，明厨明卫，户型方正,朝阳-酒仙桥 东四环北路10号,瞰都,2室1厅,61.4平米,高层(共15层),10500,整租,东南,有,14号线
我爱我家相寓 广安门小红庙南里中楼层2居室,西城-广安门外 红莲南路,小红庙南里,2室1厅,60平米,中层(共18层),6400,整租,南北,无,无
（新上） 金茂大四居室安静不临街 价格可聊 看房有钥匙,大兴-亦庄 四海路7号,金茂逸墅,4室2厅,148.8平米,高层(共16层),16500,整租,南北,有,无
酒仙桥 望京 兆维 普天 恒通商务园将台地铁口南向一居出租,朝阳-将台路 将台村路,将府锦苑1号院,1室1厅,55平米,中层(共28层),4800,整租,朝南,有,无
新上！陶然亭地铁 清芷园小区  南北通透三居室 天花板户型,西城-陶然亭 育新街47号,清芷园(一期),3室1厅,106.5平米,高层(共18层),14000,整租,南北,有,14号线/4号线大兴线
S1沿线，精装大两居，带电梯，东西齐全，随时入住，看房方便,门头沟-永定 上园路,惠润嘉园二地块,2室1厅,83平米,低层(共15层),4000,整租,朝南,有,S1线
万城华府玺园（边户型复式官邸）2个车位1个储物间,海淀-万柳 万柳西路,万城华府玺园,4室3厅,395平米,低层(共6层),85000,整租,南北,有,10号线/西郊线
上岸站西长安壹号(公寓住宅) 1室1厅1卫 精装修 电梯房,门头沟-永定 曹各庄路34号,西长安壹号(公寓住宅),1室1厅,65平米,中层(共10层),3500,整租,朝西,有,S1线
出租东方威尼斯后身 玉璞家园一居室 照片真实 随时看房,丰台-六里桥 西三环南路,玉璞家园,1室1厅,60平米,中层(共28层),4800,整租,朝南,有,9/10/14号线
阜成门金融街 卫健委 国二招 凯德 人民医院 朝南一居拎包住,西城-阜成门 阜成门外大街7号,阜成门外大街小区,1室1厅,35平米,共5层,5500,整租,朝南,无,2/6/16号线
正南 2室1厅  都会华庭,朝阳-十里堡 十里堡南里中路,都会华庭,2室1厅,133.8平米,高层(共35层),11000,整租,朝南,无,1/6号线/八通线
国风美唐回龙观东大街地铁口 集中供暖电梯房 出门既地铁,昌平-回龙观 科星西路90号,首开国风美唐朗观,2室1厅,111平米,低层(共18层),6000,整租,南北,有,8/13号线
西红门地铁 主卧带阳台 紧邻荟聚 兴创国际 鸿坤 山姆会员店,大兴-西红门 欣旺北大街,兴海家园日苑,3室1厅,20平米,中层(共6层),2200,合租,朝南,无,4号线大兴线
前门附近 二进四合院出租 古香古色 门口好停车 附近还有停车,西城-大栅栏 樱桃斜街,铁树斜街胡同小区,13室2厅,550平米,共1层,240000,整租,南北,无,7号线
（总监力推新上房源）长租一居室 拿包入住 随时预约看房,海淀-清河 清河中街68号,橡树湾(三期),1室1厅,72平米,低层(共21层),8288,整租,朝西,有,无
高层南北通透3居 配置齐全 随时起租,朝阳-定福庄 建国路18号,珠江绿洲家园,3室2厅,147.8平米,中层(共31层),10500,整租,南北,有,八通线
国贸CBD 后现代城一居室大户型全新家具女神优选随时看房,朝阳-大望路 百子湾南一路16号,后现代城(C区),1室1厅,69平米,高层(共17层),7500,整租,朝南,有,1/7/14号线/八通线
西二环长安街高端住宅国悦府大平层，豪华装修，带车位，适合接待,海淀-公主坟 复兴路51号,国悦府,5室3厅,399.5平米,高层(共20层),90000,整租,南北,有,1/10号线
国风美唐南北通透两居室 电梯房 集中供暖 出门既地铁,昌平-回龙观 科星西路90号,首开国风美唐朗观,2室1厅,93.9平米,中层(共18层),7000,整租,南北,有,8/13号线
角门10号线西马厂北里司达小区南北两居室可短签,"丰台-角门 马家堡路,近角门路",西马场北里社区(司达小区),2室1厅,63平米,中层(共6层),4800,整租,南北,无,10号线/8号线南段/4号线大兴线
西北旺中关村软件园，东馨园精装南向单间，百度联想新浪网易腾讯,海淀-马连洼 东北旺中路,东馨园,3室1厅,15平米,高层(共6层),2400,合租,朝南,无,无
我爱我家相寓 菜户营信德园高楼层3居室次卧1,西城-广安门外 广外鸭子桥路1号,信德园,3室1厅,16平米,高层(共12层),1950,合租,朝南,无,14号线
故宫  南池子大街附近精装四合院出租  会所接待  带车位,西城-大栅栏 樱桃斜街,铁树斜街胡同小区,1室2厅,180平米,共1层,79000,整租,南北,无,7号线
CBD 南郎家园 低楼层2居室,朝阳-国贸 建国路,南郎家园,2室1厅,65平米,低层(共6层),6000,整租,南北,有,1/7/10/14号线
水青庭别墅豪华装修家具家电齐全 有钥匙急租私家电梯,顺义-后沙峪 天北路,水青庭,5室3厅,280平米,共4层,23000,整租,南北,有,无
地铁六号线十米 精装修温馨两居室 拐角阳台 采光无遮挡,海淀-田村 阜石路35号,兰德华庭,2室2厅,113.8平米,中层(共13层),8600,整租,西北,有,6号线
鼓楼 后海四合院出租 会所接待 驻京办院内停车,西城-大栅栏 樱桃斜街,铁树斜街胡同小区,9室3厅,1400平米,共1层,399999,整租,南北,无,7号线
王 府 花  园出租多套优房源同看周边社区,昌平-北七家 王府街10号,王府花园,4室2厅,300平米,共2层,15000,整租,朝南,无,无
低楼层 马连洼竹园精装干净两居 实图拍摄 配置齐全 可以长租,海淀-马连洼 马连洼北路,竹园小区,2室1厅,65平米,低层(共6层),6300,整租,南北,无,16号线
长阳  加州水郡 精装南向2居室  高楼层 家具家电齐全,房山-长阳 昊天北大街48号,加州水郡西区(四期),2室1厅,86.2平米,中层(共14层),3400,整租,朝南,有,无
我爱我家相寓 马连道太平里高楼层1居室,西城-马连道 北京西站南路,太平里,1室1厅,46平米,高层(共6层),4400,整租,朝南,无,7/9/14号线
新上钥匙房！保养哇塞 居住舒适 家具家电全齐 好商量,"海淀-清河 清河中街,近朱房北一街",橡树湾红橡庭院(二期),2室1厅,81平米,高层(共12层),10000,整租,南北,有,13号线
新中关 为白领高管打造温馨时尚居所 临近双铁410实图实价,海淀-中关村 中关村大街19号,新中关公寓,1室1厅,62平米,高层(共21层),6800,整租,朝南,有,10号线/4号线大兴线
（精选）随时起租  亚运村 大屯里小区(北区) 婚房出租,朝阳-亚运村 北苑路,大屯里小区(北区),1室1厅,71平米,中层(共28层),7300,整租,朝北,有,5/15号线
全明格局南北通透两居室，鸿博家园新区，亦庄线小红门地铁出行,朝阳-小红门 小红门东路,鸿博家园(二期B区),2室1厅,85平米,高层(共27层),5000,整租,南北,有,亦庄线
京科苑   精装修二居室   全齐家具家电  有燃气领包即住,昌平-昌平县城 昌盛路3号,京科苑,2室1厅,67.1平米,高层(共6层),3300,整租,南北,无,无
古城南路   长安云锦  精装开间,石景山-衙门口 古城南街,中海首钢长安云锦,1室1厅,35平米,低层(共6层),3000,整租,南北,有,1号线
颐源居低价急租）阳光大三居南北通透精装修家具家电齐全可长租,海淀-公主坟 翠薇路4号,颐源居,3室2厅,194平米,高层(共16层),28000,整租,南北,有,1/10号线
随时可看 精装修 南北通透 1室1厅  百草园 社区,海淀-马连洼 马连洼北路151号,百草园社区,1室1厅,68平米,低层(共6层),7300,整租,南北,无,16号线
高米店北地铁站 精装大主卧 三户合租集中供暖 有空调 可月付,大兴-郁花园 双高路1号,双高花园小区,3室1厅,18平米,高层(共6层),2000,合租,朝南,无,4号线大兴线
紫竹院南路20号院 2室1厅精装修 配套齐全70平米7200,海淀-白石桥 紫竹院南路20号,紫竹院南路20号院,2室1厅,70平米,低层(共6层),7200,整租,南北,无,6/9/16号线/4号线大兴线
一瓶 5室1厅1卫 精装修,西城-陶然亭 陶然亭路2号,一瓶,5室1厅,219.8平米,中层(共7层),30000,整租,朝南,有,7号线/4号线大兴线
管家带您看好房，昆泰嘉瑞总价低的一套，随时看房欢迎入住,朝阳-大山子 望达路,昆泰嘉瑞公寓,1室1厅,106平米,低层(共55层),16000,整租,朝南,有,15号线
苏州街 稻香园东向，家具齐全，室内装修精装，电梯房,海淀-苏州街 万泉河路50号,稻香园小区,1室1厅,54平米,高层(共11层),7000,整租,朝东,无,10/16号线/4号线大兴线
地铁旁 高端小区   润泽公馆 精装大次卧,朝阳-北苑 水岸南街,润泽公馆,5室1厅,18平米,中层(共24层),2375,合租,朝北,有,13号线
世纪城三期晨月园 精装修 中高层 邻金源 近地铁 配置齐全,海淀-世纪城 蓝靛厂西路,晨月园,1室1厅,59.7平米,中层(共18层),6850,整租,西北,有,10号线
颐慧佳园2室 干净清爽随时入住 家电全配 有效房源 有钥匙,海淀-四季青 彰化南路,颐慧佳园,2室1厅,120平米,中层(共9层),13500,整租,南北,有,6/10号线
新发地周边天骄骏园精装一居室出租,丰台-新发地 潘家庙路9号,天骄俊园(北区),1室1厅,58平米,低层(共15层),4500,整租,朝南,有,19号线
望京东 昆泰嘉瑞高层 一居室，随时看 有钥匙，随时看,朝阳-大山子 望达路,昆泰嘉瑞公寓,1室1厅,106平米,中层(共53层),15000,整租,东南,有,15号线
朝阳大悦城金隅汇星苑，全女生，一屋一人地铁6号线青年路,朝阳-朝青板块 大黄庄西路3号,金隅汇星苑,3室1厅,13平米,高层(共29层),2050,合租,朝北,有,6号线
随时可看 精装修 南北通透 2 室 1厅  竹园小区,海淀-马连洼 马连洼北路,竹园小区,2室1厅,63平米,高层(共6层),6800,整租,南北,无,16号线
闫村复式户型 价格合理 东西齐全 保养好,房山-阎村 阎安西路,绿城百合公寓(南区),3室3厅,117平米,高层(共6层),3500,整租,南北,无,燕房线
4号线西红门地铁理想城八期精装修次卧，家具家电齐全，随时入住,大兴-西红门 欣荣南大街5号,理想城(八期),3室1厅,15平米,中层(共24层),1650,合租,朝北,有,无
呼家楼 圣世一品 中青大厦  世茂宫园 200平三居室,朝阳-工体 东三环北路55号,世茂宫园,3室2厅,209.6平米,中层(共27层),32000,整租,东南,无,6/10号线
凯德锦绣租售中心，11年老店诚意出租东西向1居,朝阳-八里庄 慈云寺北里207号,凯德锦绣,1室1厅,70.7平米,高层(共23层),8500,整租,东西,有,1号线/八通线
东三环 工体三里屯SOHO公寓 高层一居室带书房 家电齐全,朝阳-三里屯 工人体育场北路8号,三里屯SOHO公寓,1室1厅,115平米,高层(共26层),19500,整租,朝东,有,2/6/10号线
保真可看！常青藤三期 精装三居 头次出租 稳定长租 采光充足,朝阳-东坝 东坝中街12号,首开常青藤(D区),3室1厅,91平米,中层(共6层),8500,整租,南北,有,无
十里堡八里庄东里慈云寺石佛营2室1厅,朝阳-十里堡 朝阳路,八里庄东里,2室1厅,60平米,低层(共6层),4900,整租,南北,无,1/6号线/八通线
科怡路地铁口 宝隆公寓 一居室 全新家电 随时看房 采光好,丰台-科技园区 百强大道6号,宝隆公寓,1室1厅,59平米,中层(共17层),4499,整租,东南,有,9号线
